Fixed_Acidity,Volatile_Acidity,Citric_Acid,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,pH,Sulphates,Alcohol,Quality,Sugar_Density
7.0,0.27,0.29,0.059,28.0,199.0,3.54,0.59,10.3,Normal,3.8847899999999997
8.4,0.3,0.25,0.047,25.0,218.0,2.98,0.66,9.1,Normal,17.75284
6.5,0.19,0.27,0.037,13.0,101.0,3.17,0.41,11.8,Normal,4.858840000000001
8.0,0.36,0.39,0.024,26.0,93.0,3.15,0.49,11.9,Normal,1.5858560000000002
6.1,0.16,0.24,0.046,17.0,77.0,3.66,0.57,10.3,Normal,1.390466
9.2,0.19,0.42,0.047,16.0,104.0,3.09,0.66,10.0,Low,1.99034
9.2,0.16,0.49,0.044,18.0,107.0,3.1,0.53,10.2,Low,1.99028
8.0,0.26,0.28,0.038,72.0,202.0,3.12,0.56,10.0,Normal,8.164411999999999
8.8,0.33,0.36,0.034,19.0,125.0,2.96,0.98,12.7,Normal,2.082486
9.8,0.16,0.46,0.046,23.0,130.0,3.04,0.67,9.6,Normal,1.792566
6.6,0.23,0.18,0.044,59.0,188.0,3.16,0.49,9.5,Normal,8.46243
7.9,0.44,0.26,0.033,23.0,100.0,3.17,0.52,12.7,Normal,4.4107065
7.6,0.31,0.27,0.036,23.0,109.0,3.34,0.54,11.0,Normal,5.765142
7.5,0.705,0.1,0.044,44.0,214.0,3.1,0.5,9.1,Normal,12.966330000000001
7.1,0.21,0.28,0.034,23.0,111.0,3.35,0.64,10.2,Low,2.683935
7.0,0.16,0.26,0.047,30.0,220.0,3.38,0.58,10.1,Normal,7.272406
8.0,0.27,0.25,0.045,50.0,208.0,3.05,0.5,9.2,Normal,19.109741000000003
6.3,0.38,0.17,0.08,50.0,212.0,3.47,0.66,9.4,Low,8.782664
6.2,0.38,0.18,0.095,28.0,195.0,3.53,0.71,9.2,Low,7.383202000000001
8.2,0.24,0.3,0.05,23.0,106.0,2.98,0.5,10.0,Normal,2.2861309999999997
7.0,0.16,0.26,0.047,30.0,220.0,3.38,0.58,10.1,Normal,6.824107
7.3,0.815,0.09,0.044,45.0,204.0,3.15,0.46,9.0,Normal,11.367282
6.3,0.41,0.16,0.032,25.0,98.0,3.16,0.42,9.5,Normal,0.893466
6.1,0.36,0.41,0.07,67.0,207.0,3.39,0.53,9.1,Normal,19.372833
8.1,0.4,0.32,0.031,23.0,118.0,3.05,0.46,13.3,Normal,7.834904
6.8,0.26,0.43,0.045,53.0,198.0,3.26,0.55,9.5,Normal,11.713575
6.2,0.44,0.18,0.096,28.0,210.0,3.56,0.72,9.2,Normal,7.682367
7.2,0.24,0.29,0.036,17.0,117.0,3.36,0.68,10.1,Normal,2.98233
7.3,0.22,0.26,0.04,32.0,172.0,3.27,0.48,11.2,Normal,1.48791
8.1,0.34,0.28,0.04,70.0,230.0,3.14,0.55,9.8,Normal,7.46685
6.4,0.28,0.17,0.042,61.0,195.0,3.22,0.46,9.4,Normal,8.264891
6.3,0.29,0.14,0.045,50.0,177.0,3.23,0.42,9.0,Normal,7.0192619999999994
6.4,0.27,0.17,0.044,60.0,198.0,3.21,0.47,9.4,Normal,8.364552
7.4,0.35,0.2,0.054,63.0,229.0,3.11,0.5,8.9,Normal,13.884432
8.3,0.28,0.27,0.045,48.0,253.0,3.02,0.56,9.1,Normal,17.50245
6.4,0.35,0.35,0.034,9.0,148.0,3.17,0.5,9.8,Low,5.568696
6.9,0.43,0.28,0.056,29.0,183.0,3.17,0.43,9.4,Normal,9.361836
8.0,0.26,0.28,0.05,34.0,150.0,3.13,0.5,10.0,Normal,4.772976
7.3,0.27,0.37,0.042,36.0,130.0,3.48,0.75,9.9,Normal,9.67963
6.8,0.46,0.26,0.147,49.0,159.0,3.14,0.47,10.0,Normal,6.264342
7.2,0.2,0.28,0.028,13.0,168.0,3.17,1.06,11.5,Normal,1.587248
7.6,0.285,0.32,0.063,32.0,201.0,3.0,0.45,9.2,Normal,14.5708
6.6,0.32,0.33,0.052,40.0,219.5,3.15,0.6,10.0,Normal,2.4829
6.6,0.34,0.34,0.051,40.5,210.0,3.15,0.61,10.0,Normal,2.582164
6.6,0.32,0.33,0.052,40.0,210.0,3.15,0.6,10.0,Normal,2.4829
6.5,0.27,0.26,0.042,21.0,133.0,3.43,0.64,9.8,Normal,8.168184
6.6,0.26,0.27,0.04,19.0,114.0,3.36,0.62,10.5,Normal,1.489425
6.7,0.27,0.26,0.043,61.0,181.0,3.45,0.63,10.6,Normal,2.286062
6.6,0.56,0.15,0.037,38.0,157.0,3.28,0.52,9.4,Normal,9.9642
7.3,0.19,0.27,0.027,35.0,136.0,3.38,0.54,11.0,Normal,1.587968
6.3,0.2,0.26,0.027,36.0,141.0,3.53,0.56,10.8,Normal,1.5882880000000001
7.1,0.29,0.3,0.036,58.0,201.0,3.3,0.67,9.0,Normal,15.99264
7.8,0.32,0.33,0.031,47.0,194.0,3.07,0.58,9.6,Normal,10.367968000000001
8.1,0.33,0.36,0.037,36.0,156.0,3.19,0.54,10.6,Normal,7.369808000000001
6.6,0.33,0.24,0.045,31.0,147.0,3.08,0.52,9.2,Normal,16.021431
8.2,0.26,0.33,0.053,11.0,71.0,2.89,0.49,9.5,Normal,2.584452
8.3,0.25,0.33,0.053,12.0,72.0,2.89,0.48,9.5,Normal,2.4851
7.0,0.26,0.26,0.039,37.0,184.0,3.47,0.58,10.3,Normal,10.776996
6.0,0.26,0.15,0.053,35.0,124.0,3.08,0.46,8.8,Normal,1.192164
7.5,0.28,0.78,0.041,53.0,161.0,2.98,0.44,8.7,Normal,12.080398
7.5,0.27,0.79,0.04,51.0,159.0,2.98,0.44,8.7,Normal,11.9307605
7.0,0.28,0.32,0.038,27.0,128.0,3.2,0.62,10.2,Normal,1.689375
5.2,0.16,0.34,0.029,26.0,77.0,3.25,0.51,10.1,Normal,0.7932400000000001
6.8,0.34,0.1,0.049,29.0,118.0,3.21,0.41,9.5,Normal,1.39104
7.6,0.25,0.34,0.056,34.0,176.0,3.1,0.51,9.5,Normal,1.292642
5.6,0.35,0.4,0.022,23.0,174.0,3.54,0.5,11.6,Normal,6.250859999999999
8.8,0.24,0.23,0.032,12.0,97.0,3.13,0.4,10.7,Normal,10.255813
6.0,0.29,0.21,0.043,20.0,142.0,3.11,0.54,10.1,Normal,15.496819
6.1,0.27,0.31,0.035,17.0,83.0,3.32,0.44,11.1,Normal,1.48614
7.4,0.56,0.09,0.071,19.0,117.0,3.22,0.53,9.8,Normal,1.49244
6.8,0.29,0.49,0.142,52.0,148.0,3.08,0.49,9.0,Normal,1.3911799999999999
6.3,0.27,0.37,0.047,58.0,215.0,3.19,0.48,9.5,Normal,7.863818
6.6,0.24,0.3,0.052,18.0,143.0,3.37,0.49,9.4,Normal,12.97725
6.8,0.32,0.3,0.049,22.0,113.0,3.24,0.61,10.2,Normal,0.99289
6.4,0.37,0.37,0.041,39.5,216.5,3.1,0.5,9.8,Normal,4.822451999999999
6.2,0.26,0.37,0.047,54.0,201.0,3.19,0.48,9.5,Normal,7.066132999999999
6.4,0.3,0.16,0.05,55.0,191.0,3.17,0.49,9.0,Normal,7.46925
8.0,0.28,0.32,0.045,61.0,204.0,3.1,0.55,10.1,Normal,7.565268
6.7,0.24,0.32,0.079,37.0,122.0,3.02,0.45,8.8,Normal,10.265186
7.9,0.27,0.27,0.034,25.0,122.0,2.97,0.51,11.9,Normal,1.684496
6.1,0.28,0.24,0.074,32.0,174.0,3.19,0.44,9.3,Normal,19.934438999999998
7.7,0.39,0.49,0.036,11.0,110.0,3.33,0.76,10.0,Normal,7.67382
6.0,0.2,0.24,0.075,49.0,201.0,3.21,0.43,9.5,Normal,5.271698
7.6,0.31,0.23,0.054,20.0,139.0,3.16,0.5,9.7,Low,12.679172
6.3,0.18,0.22,0.043,45.0,155.0,3.19,0.48,10.2,Normal,1.4885700000000002
8.6,0.23,0.25,0.031,13.0,96.0,3.11,0.4,10.8,Normal,11.259885
6.8,0.21,0.36,0.046,32.0,133.0,3.27,0.48,8.8,Normal,18.1
6.9,0.26,0.31,0.039,37.0,175.0,3.32,0.49,11.4,Normal,6.95632
6.4,0.31,0.4,0.039,39.0,191.0,3.14,0.52,9.8,Normal,6.368832
8.6,0.34,0.36,0.045,11.0,119.0,3.17,0.47,9.4,Low,1.393784
8.5,0.3,0.28,0.054,54.0,174.0,3.21,0.43,9.4,Normal,3.085833
7.4,0.4,0.41,0.053,37.0,194.0,3.2,0.63,9.4,Normal,14.083926
6.6,0.32,0.34,0.044,63.0,212.0,3.22,0.48,9.7,Normal,7.663502
7.1,0.34,0.31,0.032,36.0,140.0,3.35,0.47,12.3,Normal,5.156632
6.6,0.26,0.25,0.045,45.0,178.0,3.33,0.43,9.8,Normal,11.564155999999999
8.0,0.27,0.57,0.053,18.0,134.0,3.12,0.68,9.0,Normal,10.372128
6.2,0.28,0.45,0.045,46.0,203.0,3.26,0.46,9.2,Normal,7.467975
6.2,0.3,0.49,0.058,68.0,215.0,3.19,0.6,9.4,Normal,11.161472
5.6,0.175,0.29,0.043,20.0,67.0,3.28,0.48,9.9,Normal,0.792896
6.9,0.34,0.36,0.032,13.0,145.0,3.07,0.52,9.8,Normal,1.388996
6.9,0.34,0.3,0.029,34.0,148.0,3.36,0.49,12.3,Normal,4.660755
7.1,0.12,0.3,0.018,15.0,37.0,3.02,0.52,11.9,Normal,3.069124
7.1,0.32,0.29,0.038,33.0,170.0,3.27,0.64,10.2,Normal,3.97852
7.3,0.51,0.29,0.034,61.0,224.0,3.14,0.56,9.5,Normal,11.264179
6.3,0.24,0.55,0.04,67.0,216.0,3.24,0.5,9.2,Normal,8.067276
7.5,0.41,0.23,0.054,28.0,174.0,3.18,0.49,9.7,Normal,14.784904000000001
6.5,0.18,0.33,0.029,35.0,138.0,3.36,0.6,11.5,Normal,1.387596
7.3,0.17,0.24,0.121,32.0,162.0,3.17,0.38,10.4,High,8.060148
8.2,0.2,0.38,0.053,41.0,174.0,3.22,0.41,11.6,Normal,3.4757100000000003
7.3,0.16,0.35,0.036,29.0,108.0,3.27,0.51,10.2,Normal,1.49013
6.4,0.16,0.37,0.037,27.0,109.0,3.38,0.5,9.8,Normal,1.490175
6.6,0.42,0.13,0.044,26.0,158.0,3.24,0.47,9.0,Normal,12.770816000000002
5.8,0.3,0.12,0.036,57.0,163.0,3.38,0.59,10.5,Normal,1.5878240000000001
6.7,0.54,0.27,0.049,8.0,178.0,3.16,0.38,9.4,Low,7.064642
6.4,0.22,0.3,0.046,53.0,149.0,3.21,0.34,10.8,Normal,11.141647999999998
6.8,0.23,0.3,0.043,19.0,95.0,3.17,0.46,10.7,Normal,1.6865189999999999
9.0,0.26,0.34,0.029,21.0,162.0,3.08,0.5,10.6,Normal,6.666299
6.5,0.23,0.25,0.046,15.0,110.0,3.15,0.42,9.2,Normal,17.270243999999998
5.9,0.28,0.14,0.032,30.0,142.0,3.28,0.44,9.5,Normal,8.560611999999999
6.2,0.27,0.18,0.028,20.0,111.0,3.41,0.5,10.0,Normal,1.48842
9.0,0.29,0.34,0.03,34.0,177.0,3.13,0.47,10.6,Normal,12.064426
8.9,0.27,0.34,0.029,19.5,166.0,3.13,0.48,10.6,Normal,10.664582999999999
6.9,0.32,0.3,0.036,28.0,117.0,3.24,0.48,11.0,Normal,1.786842
7.2,0.22,0.24,0.041,17.0,159.0,3.25,0.53,11.2,Normal,1.3887439999999998
6.7,0.5,0.38,0.046,26.0,175.0,3.32,0.54,9.6,Normal,7.47465
6.2,0.33,0.14,0.052,27.0,128.0,3.21,0.48,9.4,Normal,4.7748
6.3,0.26,0.42,0.045,62.0,209.0,3.2,0.53,9.5,Normal,7.0676239999999995
7.5,0.2,0.47,0.052,51.0,188.0,3.09,0.62,9.3,Normal,16.890535999999997
6.6,0.36,0.52,0.046,8.0,110.0,3.07,0.46,9.4,Normal,11.26158
6.3,0.13,0.42,0.043,63.0,146.0,3.13,0.72,11.2,Normal,1.089726
6.4,0.15,0.44,0.043,67.0,150.0,3.14,0.73,11.2,Normal,1.18884
7.6,0.23,0.64,0.033,54.0,170.0,3.0,0.53,8.8,Normal,12.8742
5.7,0.255,0.65,0.079,17.0,137.0,3.2,0.42,9.4,Normal,1.191684
6.9,0.32,0.26,0.03,11.0,103.0,3.06,0.42,11.1,Normal,2.279438
6.9,0.28,0.22,0.052,36.0,131.0,3.08,0.46,9.6,Normal,9.9696
6.6,0.41,0.16,0.037,28.0,160.0,2.95,0.45,10.6,Normal,1.388338
7.3,0.37,0.16,0.048,59.0,240.0,3.13,0.45,8.9,Normal,14.885398
6.9,0.21,0.24,0.021,17.0,80.0,3.15,0.46,12.3,Normal,1.781856
6.6,0.24,0.28,0.028,39.0,132.0,3.34,0.46,11.4,Normal,1.785276
6.8,0.28,0.36,0.043,60.0,207.0,3.16,0.49,9.6,Normal,6.96892
6.6,0.24,0.24,0.034,25.0,135.0,3.33,0.59,10.3,Normal,8.564052
7.0,0.16,0.32,0.032,29.0,80.0,3.23,0.36,12.1,Normal,1.0886920000000002
7.0,0.14,0.28,0.026,10.0,56.0,3.46,0.45,9.9,Normal,1.291576
6.3,0.34,0.36,0.035,31.0,185.0,3.15,0.49,9.7,Normal,4.87354
6.8,0.26,0.24,0.043,70.0,154.0,3.18,0.52,10.5,Normal,1.8861869999999998
6.7,0.17,0.42,0.038,85.0,182.0,3.04,0.44,8.9,Normal,10.361312000000002
6.5,0.27,0.4,0.039,74.0,227.0,3.18,0.5,9.4,Normal,9.9582
6.7,0.25,0.36,0.037,63.0,206.0,3.18,0.5,9.6,Normal,8.561558
5.8,0.3,0.27,0.014,45.0,104.0,3.4,0.56,12.6,Normal,1.681538
6.4,0.28,0.56,0.156,49.0,106.0,3.1,0.37,9.2,Normal,1.689018
7.7,0.3,0.26,0.053,36.0,174.0,3.2,0.5,10.4,Normal,18.945452
6.8,0.18,0.3,0.062,19.0,171.0,3.0,0.52,9.0,Normal,12.775424000000001
5.1,0.14,0.25,0.039,15.0,89.0,3.22,0.43,9.2,Normal,0.69433
7.2,0.615,0.1,0.068,25.0,154.0,3.2,0.48,9.7,Low,1.392986
6.9,0.13,0.28,0.05,47.0,132.0,3.34,0.42,10.1,Normal,13.254115
6.7,0.34,0.3,0.059,24.0,152.0,3.46,0.64,11.0,Normal,8.467274999999999
7.3,0.32,0.29,0.038,32.0,144.0,3.2,0.55,10.8,Normal,1.4894399999999999
6.3,0.21,0.29,0.048,49.0,147.0,3.22,0.38,10.8,Normal,11.639394
5.4,0.5,0.13,0.028,12.0,107.0,3.48,0.88,13.5,Normal,4.95395
8.2,0.52,0.34,0.042,18.0,167.0,3.24,0.39,10.6,Normal,1.192392
7.8,0.28,0.31,0.046,28.0,208.0,3.23,0.64,9.8,Normal,2.088114
6.4,0.22,0.34,0.023,56.0,115.0,3.18,0.7,11.7,Normal,1.3854119999999999
6.9,0.32,0.27,0.034,58.0,185.0,3.34,0.6,9.0,Normal,15.99008
6.8,0.11,0.42,0.042,51.0,132.0,3.18,0.74,11.3,Normal,1.089649
6.2,0.26,0.32,0.031,64.0,185.0,3.31,0.61,9.4,Normal,15.274755
6.7,0.3,0.29,0.025,37.0,107.0,3.31,0.63,11.3,Normal,2.776452
7.1,0.2,0.3,0.019,4.0,28.0,3.2,0.36,12.0,Normal,0.890379
7.2,0.2,0.36,0.028,22.0,157.0,3.48,0.49,10.6,Normal,2.4845
8.9,0.26,0.33,0.024,47.0,202.0,3.13,0.46,10.8,Normal,8.064198
7.5,0.25,0.32,0.024,53.0,209.0,3.12,0.46,10.8,Normal,8.164166
6.3,0.27,0.46,0.053,44.0,177.0,3.18,0.67,9.4,Normal,11.065700999999999
6.5,0.3,0.39,0.038,61.0,219.0,3.19,0.5,9.4,Normal,7.76802
6.6,0.36,0.52,0.05,29.0,140.0,3.07,0.4,9.4,Normal,10.062428
6.15,0.21,0.37,0.021,20.0,80.0,3.39,0.47,12.0,Normal,3.170432
6.5,0.18,0.41,0.039,47.0,129.0,3.28,0.72,10.3,Normal,14.154276
6.6,0.26,0.21,0.026,48.0,126.0,3.22,0.38,11.3,Normal,2.873581
6.6,0.35,0.35,0.063,31.0,150.0,3.1,0.47,9.4,Normal,5.97222
6.5,0.28,0.28,0.041,40.0,144.0,3.14,0.38,8.7,Normal,20.404079999999997
4.5,0.19,0.21,0.033,89.0,159.0,3.34,0.42,8.0,Normal,0.943654
8.0,0.24,0.26,0.033,36.0,136.0,3.44,0.51,10.4,Normal,1.688372
7.8,0.17,0.23,0.029,39.0,128.0,3.37,0.41,10.7,Normal,1.687624
7.0,0.24,0.24,0.03,42.0,219.0,3.47,0.46,10.2,Normal,8.96724
5.8,0.6,0.0,0.044,72.0,197.0,3.56,0.43,10.9,Normal,1.2896260000000002
5.9,0.445,0.26,0.027,23.0,109.0,3.3,0.36,10.5,Normal,1.388072
6.7,0.28,0.28,0.012,36.0,100.0,3.26,0.39,11.7,Normal,2.3775359999999996
6.8,0.44,0.2,0.065,61.0,186.0,3.13,0.45,8.6,Normal,15.98144
7.2,0.24,0.27,0.034,40.0,174.0,3.2,0.44,9.0,Normal,11.374122
8.7,0.31,0.73,0.044,27.0,191.0,2.96,0.88,8.7,Normal,14.351865499999999
8.2,0.32,0.26,0.062,26.0,87.0,3.1,0.47,12.8,Normal,2.078454
7.5,0.13,0.38,0.023,42.0,104.0,3.28,0.53,11.8,Normal,1.090232
9.2,0.14,0.37,0.034,36.0,84.0,3.05,0.55,11.6,Normal,1.0904960000000001
7.4,0.2,0.37,0.028,28.0,89.0,3.14,0.61,11.8,Normal,1.189584
6.1,0.15,0.35,0.042,55.0,158.0,3.24,0.37,10.6,Normal,15.743436
7.6,0.23,0.4,0.066,14.0,91.0,3.17,0.8,9.7,Normal,5.173376
8.1,0.33,0.22,0.047,24.0,151.0,3.22,0.47,10.3,Normal,5.175404
7.15,0.17,0.24,0.119,56.0,178.0,3.15,0.44,10.2,Normal,9.559488
6.7,0.12,0.3,0.048,38.0,113.0,3.33,0.44,10.1,Normal,5.166304
5.7,0.18,0.36,0.046,9.0,71.0,3.7,0.68,10.9,Normal,1.190388
5.8,0.15,0.28,0.037,43.0,127.0,3.24,0.51,9.3,Normal,0.7935840000000001
6.6,0.23,0.29,0.057,29.0,144.0,3.33,0.54,10.2,Normal,14.414741999999999
7.0,0.34,0.39,0.066,43.0,162.0,3.11,0.53,9.5,Normal,6.869709
6.4,0.68,0.26,0.069,25.0,146.0,3.18,0.4,9.3,Normal,3.377798
7.3,0.22,0.31,0.018,45.0,80.0,3.06,0.34,12.9,Normal,2.275528
6.4,0.28,0.27,0.042,45.0,148.0,3.14,0.46,8.7,Normal,10.97646
6.9,0.4,0.22,0.081,76.0,303.0,3.4,0.57,9.4,Normal,5.9324475
6.8,0.19,0.23,0.034,71.0,204.0,3.23,0.69,10.1,Normal,5.0704199999999995
7.1,0.23,0.24,0.039,60.0,196.0,3.19,0.78,10.0,Low,5.37192
6.45,0.14,0.42,0.05,51.0,129.0,3.27,0.69,11.1,Normal,1.189392
6.5,0.15,0.44,0.052,65.0,158.0,3.26,0.7,10.3,Normal,12.560687999999999
7.1,0.15,0.34,0.033,27.0,73.0,3.24,0.41,12.2,Normal,0.98974
6.7,0.33,0.34,0.067,35.0,156.0,3.11,0.48,9.3,Normal,6.5697719999999995
7.2,0.3,0.26,0.041,46.0,178.0,3.19,0.56,11.3,Normal,1.48731
7.0,0.23,0.33,0.043,46.0,110.0,3.04,0.65,10.8,Normal,0.99118
8.0,0.13,0.25,0.033,15.0,86.0,2.98,0.39,11.2,High,1.0894840000000001
6.2,0.21,0.34,0.03,36.0,91.0,3.32,0.45,12.5,Normal,6.543239999999999
8.3,0.4,0.41,0.05,15.0,122.0,3.39,0.49,9.3,Normal,8.18278
5.9,0.34,0.31,0.03,38.0,142.0,3.4,0.41,12.9,Normal,1.97784
6.6,0.12,0.25,0.039,21.0,131.0,3.2,0.45,11.2,Normal,1.387596
9.6,0.655,0.21,0.039,21.0,120.0,3.0,1.0,12.6,Normal,1.98376
6.8,0.26,0.4,0.046,45.0,179.0,3.2,0.49,9.3,Normal,7.468725
5.9,0.3,0.3,0.03,38.0,142.0,3.41,0.41,12.9,Normal,1.97784
7.0,0.15,0.3,0.049,46.0,120.0,3.2,0.36,9.5,Normal,13.260632000000001
7.9,0.37,0.31,0.037,5.0,24.0,3.19,0.36,11.9,Normal,2.8246350000000002
7.2,0.35,0.25,0.032,23.0,120.0,2.93,0.66,10.3,Normal,5.562704
7.2,0.32,0.24,0.033,23.0,120.0,2.92,0.66,10.3,Normal,5.562704
7.6,0.1,0.33,0.031,33.0,93.0,3.06,0.68,11.2,Normal,0.99094
6.2,0.25,0.31,0.03,32.0,150.0,3.18,0.31,12.0,Normal,3.168448
7.1,0.31,0.17,0.042,21.0,144.0,3.13,0.4,9.6,Normal,0.99304
7.6,0.18,0.28,0.041,29.0,110.0,3.2,0.42,9.2,Normal,7.075291999999999
8.0,0.17,0.29,0.029,52.0,119.0,3.03,0.33,12.9,Normal,2.374656
7.2,0.19,0.27,0.061,46.0,149.0,2.99,0.59,9.3,Normal,11.174464
7.6,0.32,0.25,0.03,15.0,136.0,3.1,0.44,12.1,Normal,9.439865000000001
6.6,0.21,0.29,0.026,35.0,128.0,3.37,0.48,11.2,Normal,1.785294
7.0,0.16,0.36,0.029,28.0,98.0,3.11,0.37,11.2,Normal,2.5772760000000003
6.6,0.24,0.38,0.042,56.0,187.0,3.21,0.46,9.2,Normal,7.96616
6.9,0.3,0.25,0.041,26.0,124.0,3.18,0.5,9.3,Normal,3.281124
6.2,0.28,0.27,0.03,26.0,108.0,3.2,0.36,10.7,Normal,10.236964
6.9,0.31,0.32,0.024,20.0,166.0,3.05,0.54,9.8,Normal,1.190496
6.7,0.23,0.25,0.036,28.0,143.0,3.3,0.54,10.3,Normal,1.5880960000000002
5.7,0.23,0.28,0.025,26.0,121.0,3.28,0.38,11.3,Normal,9.577625000000001
6.5,0.22,0.5,0.048,36.0,182.0,3.02,0.49,8.8,Normal,16.384256
7.0,0.18,0.37,0.043,16.0,104.0,3.18,0.5,10.8,Normal,1.48824
6.5,0.46,0.31,0.027,15.0,72.0,3.26,0.6,11.5,Normal,4.9582500000000005
6.5,0.23,0.36,0.038,43.0,133.0,3.26,0.41,8.8,Normal,16.287612
6.6,0.26,0.38,0.17,68.0,201.0,3.19,0.38,9.4,Normal,6.4714
6.7,0.26,0.39,0.171,64.0,200.0,3.19,0.38,9.4,Normal,6.371968
7.5,0.28,0.39,0.045,59.0,209.0,3.16,0.63,9.6,Normal,10.171439999999999
6.8,0.23,0.42,0.044,56.0,189.0,3.22,0.48,9.3,Normal,7.36892
7.8,0.25,0.34,0.044,66.0,184.0,3.22,0.75,8.9,Normal,13.696712
5.6,0.2,0.22,0.049,25.0,155.0,3.74,0.43,10.0,Normal,1.290848
6.4,0.21,0.44,0.045,47.0,182.0,3.24,0.46,9.1,Normal,7.368180000000001
6.8,0.24,0.37,0.043,59.0,188.0,3.2,0.5,9.4,Normal,7.4186355
7.8,0.25,0.28,0.04,46.0,179.0,3.14,0.6,10.1,Normal,7.166952
6.8,0.16,0.29,0.046,59.0,143.0,3.2,0.4,10.8,Normal,10.349872
5.2,0.28,0.29,0.028,18.0,69.0,3.24,0.54,10.0,Normal,1.090848
7.5,0.18,0.31,0.029,53.0,160.0,3.03,0.38,10.9,Normal,6.45294
7.5,0.26,0.3,0.027,29.0,92.0,3.15,0.38,12.0,Normal,4.55791
8.2,0.37,0.64,0.043,22.0,171.0,2.99,0.8,9.3,Normal,13.882347000000001
7.6,0.4,0.27,0.03,32.0,101.0,3.22,0.62,12.3,Normal,5.156944
7.5,0.26,0.25,0.038,29.0,129.0,3.45,0.56,10.4,Normal,1.688304
6.9,0.23,0.32,0.045,62.0,153.0,3.22,0.42,10.5,Normal,16.35408
5.3,0.2,0.31,0.036,22.0,91.0,3.41,0.5,9.8,Normal,3.574008
6.5,0.17,0.31,0.041,34.0,121.0,3.06,0.46,10.5,Normal,1.48638
6.5,0.35,0.28,0.051,86.0,213.0,3.16,0.51,9.9,Normal,12.35288
6.5,0.29,0.31,0.035,24.0,79.0,3.27,0.69,11.4,Normal,1.683901
6.8,0.3,0.22,0.06,41.0,190.0,3.18,0.51,9.2,Normal,6.191196000000001
7.9,0.51,0.36,0.051,30.0,173.0,3.09,0.53,9.7,Normal,6.19008
7.9,0.51,0.34,0.049,13.0,135.0,3.09,0.51,10.0,Normal,2.58271
7.1,0.29,0.28,0.048,50.0,141.0,3.13,0.49,10.3,Normal,9.25257
7.4,0.2,0.28,0.047,29.0,95.0,3.16,0.47,9.8,Normal,9.057412
6.9,0.615,0.42,0.067,24.0,131.0,3.19,0.34,9.3,Normal,11.96724
6.8,0.32,0.28,0.034,25.0,100.0,3.08,0.47,12.4,Normal,4.753248
6.3,0.2,0.19,0.048,54.0,145.0,3.16,0.42,9.3,Normal,12.259164
8.0,0.23,0.28,0.048,49.0,165.0,3.26,0.72,9.5,Normal,2.68704
6.7,0.27,0.33,0.034,9.0,45.0,3.08,0.4,10.5,Normal,3.569184
6.7,0.44,0.22,0.032,19.0,99.0,3.26,0.53,12.8,Normal,4.257645
7.0,0.34,0.3,0.045,44.0,142.0,2.99,0.45,10.8,Normal,1.7845199999999999
7.3,0.26,0.33,0.057,48.0,127.0,3.1,0.55,10.0,Normal,11.763774
5.8,0.17,0.34,0.045,96.0,170.0,3.38,0.9,11.8,High,1.78263
6.8,0.17,0.36,0.036,38.0,108.0,3.19,0.66,12.0,Normal,1.386084
7.1,0.43,0.3,0.025,15.0,138.0,3.18,0.46,12.6,Normal,6.542316
5.8,0.315,0.27,0.026,15.0,70.0,3.37,0.4,11.9,High,1.534407
5.9,0.17,0.28,0.027,5.0,28.0,3.13,0.32,10.6,Normal,0.6928949999999999
6.6,0.34,0.18,0.082,47.0,240.0,3.42,0.48,9.2,Normal,6.3814400000000004
8.6,0.33,0.34,0.059,42.0,240.0,3.17,0.52,10.0,Normal,11.786076000000001
5.6,0.12,0.26,0.038,18.0,97.0,3.36,0.46,9.2,Normal,4.277511
5.8,0.13,0.26,0.039,19.0,103.0,3.36,0.47,9.3,Normal,5.073378
7.7,0.18,0.35,0.055,25.0,144.0,3.24,0.54,10.2,Normal,5.775408
7.7,0.16,0.36,0.054,25.0,148.0,3.25,0.54,10.2,Normal,5.875102
6.0,0.26,0.15,0.06,51.0,154.0,3.14,0.51,8.7,Normal,1.291602
7.3,0.32,0.35,0.05,8.0,163.0,3.24,0.42,10.7,Normal,1.389416
7.7,0.3,0.34,0.048,4.0,119.0,3.18,0.34,12.1,Normal,1.189008
7.9,0.16,0.3,0.05,58.0,152.0,3.12,0.37,9.5,Normal,7.371288000000001
6.4,0.27,0.29,0.028,17.0,118.0,3.18,0.37,11.2,Normal,10.730448
6.9,0.16,0.37,0.034,36.0,95.0,2.93,0.59,12.0,Normal,1.781136
6.4,0.44,0.44,0.048,29.0,228.0,3.26,0.54,8.8,Normal,14.39352
6.3,0.2,0.24,0.052,36.0,135.0,3.8,0.66,10.8,Normal,1.689358
6.2,0.29,0.32,0.026,39.0,138.0,3.31,0.37,13.1,Normal,3.56112
7.6,0.39,0.32,0.035,22.0,93.0,3.08,0.6,12.5,Normal,3.569184
7.0,0.36,0.32,0.045,37.0,131.0,3.09,0.33,11.7,High,9.984876
7.0,0.36,0.32,0.045,35.0,135.0,3.09,0.33,11.6,High,10.431750000000001
7.6,0.2,0.36,0.043,24.0,111.0,3.29,0.54,11.3,Normal,1.885503
6.7,0.2,0.37,0.025,42.0,103.0,3.11,0.45,11.4,Normal,1.6338629999999998
6.2,0.235,0.34,0.036,4.0,117.0,3.4,0.44,12.2,Normal,1.881608
